strategy,tp,sl,horizon_m1,train_score,train_n,train_net_points,train_ev_points,train_wr,train_pf,train_time_exits,oos_n,oos_net_points,oos_ev_points,oos_wr,oos_pf,oos_time_exits,oos_compound_final,oos_compound_dd,oos_stalled,full_net_points,full_ev_points,full_wr,full_pf,robust_score
prevclose_0959_to_1000,10.0,25.0,120,-0.3738666328162559,1291,-378.98400000000106,-0.29355848179705735,0.4786986831913246,0.8207034304808518,1247,949,-231.25600000000236,-0.24368387776607203,0.5026343519494204,0.9198964170640271,727,245.81400000000076,0.19099148910961225,True,-610.2400000000034,-0.27242857142857296,0.4888392857142857,0.8779688158971687,-0.48569455593515454
prevclose_0959_to_1000,8.0,25.0,120,-0.38481090921249134,1291,-390.6450000000009,-0.3025910147172741,0.47947327652982186,0.815158651409785,1215,949,-294.04900000000157,-0.3098514225500543,0.5173867228661749,0.894699882004737,677,245.45800000000077,0.2018300891631904,True,-684.6940000000025,-0.3056669642857154,0.4955357142857143,0.860434351184249,-0.5034017552318985
prevclose_0959_to_1000,5.0,25.0,120,-0.3828374464204023,1291,-388.9419999999993,-0.301271882261812,0.4903175832687839,0.8122121807010315,1087,949,-221.54200000000333,-0.233447839831405,0.5753424657534246,0.9079842867787467,532,248.173,0.23589468855164425,True,-610.4840000000027,-0.2725375000000012,0.5263392857142857,0.8636957135253115,-0.5434984238698095
prevclose_0959_to_1000,4.0,25.0,120,-0.3411870276235524,1291,-345.1709999999996,-0.2673671572424474,0.5042602633617351,0.8282977364437338,982,949,-309.97200000000043,-0.32663013698630183,0.5985247629083246,0.8632765600450962,463,248.74599999999987,0.2375391198531151,True,-655.143,-0.2924745535714286,0.5441964285714286,0.8468373796065586,-0.5436588589284732
prevclose_0959_to_1000,30.0,20.0,120,-0.3930616830478352,1291,-399.245000000001,-0.3092525174283509,0.47792408985282725,0.8130168153496263,1283,949,-319.3680000000004,-0.3365310853530036,0.4720758693361433,0.8972966437013443,869,199.21400000000017,0.34435865537147053,True,-718.6130000000014,-0.3208093750000006,0.47544642857142855,0.8629858328465024,-0.9259408339080126
prevclose_0959_to_1000,25.0,15.0,480,-0.28903518259183164,1291,-283.83699999999703,-0.2198582494190527,0.458559256390395,0.9439300097526947,1060,949,281.3470000000018,0.2964668071654392,0.44362486828240255,1.0476060266979006,455,148.32300000000077,0.5658118907526108,True,-2.4899999999952342,-0.0011116071428550153,0.45223214285714286,0.999773060639109,-0.9460607615670662
prevclose_0959_to_1000,10.0,20.0,120,-0.38990896823226906,1291,-395.92200000000093,-0.30667854376452436,0.4786986831913246,0.8141791412540214,1243,949,-204.6350000000018,-0.2156322444678628,0.4994731296101159,0.9279062786907532,715,196.57999999999947,0.3530275205202653,True,-600.5570000000027,-0.2681058035714298,0.4875,0.8791422550820329,-0.9522542822981185
prevclose_0959_to_1000,20.0,15.0,480,-0.3352181322708867,1291,-329.9679999999971,-0.2555910147172712,0.45933384972889235,0.9346234370761881,1014,949,268.11900000000105,0.28252792413066496,0.46153846153846156,1.0471212055706292,401,148.09000000000083,0.5508477146583339,True,-61.84899999999607,-0.027611160714283958,0.4602678571428571,0.994239733591055,-0.9538649449405503
prevclose_0959_to_1000,30.0,15.0,480,-0.25934707973389176,1291,-254.29699999999684,-0.19697676219984264,0.45778466305189774,0.9499138401529513,1080,949,274.36200000000235,0.28910642781875906,0.43414120126448896,1.045615773538855,496,148.32300000000077,0.5658118907526108,True,20.06500000000551,0.008957589285716746,0.44776785714285716,1.0018089906066825,-0.9617073136573779
prevclose_0959_to_1000,6.0,20.0,120,-0.3830702605916006,1291,-388.79600000000073,-0.3011587916343925,0.48412083656080557,0.8159629195548982,1134,949,-244.8080000000018,-0.25796417281348977,0.5426765015806112,0.9030050801806385,589,195.59799999999973,0.36801121823868543,True,-633.6040000000025,-0.2828589285714297,0.5089285714285714,0.8633449814322023,-0.9797377694146641
prevclose_0959_to_1000,4.0,20.0,120,-0.35728247818106595,1291,-362.10899999999947,-0.2804872192099144,0.5042602633617351,0.8213770936244903,978,949,-269.1020000000001,-0.2835637513171761,0.5964172813487882,0.8786886753496859,455,199.0970000000009,0.38972416097302026,True,-631.2109999999996,-0.2817906249999998,0.5433035714285714,0.85132241134264,-0.99457657296422
