family,param,tp,sl,score,positive_train_years,train_n,train_net,train_ev,train_pf,train_pos,train_dd,train_tp,train_sl,train_eod,oos_n,oos_net,oos_ev,oos_pf,oos_pos,oos_dd,oos_tp,oos_sl,oos_eod,all_n,all_net,all_ev,all_pf,all_pos,all_dd,all_tp,all_sl,all_eod
prevclose_gap_fade,th=20.0,20.0,20.0,-5.273507952994059,2,93,-309.60300000000007,-3.329064516129033,0.6847139692965706,0.40860215053763443,469.6850000000004,31,45,17,115,-137.1899999999996,-1.192956521739127,0.885406660596898,0.4608695652173913,248.35999999999967,53,59,3,208,-446.79299999999967,-2.148043269230768,0.7949705506466928,0.4375,587.6620000000003,84,104,20
prevclose_gap_fade,th=20.0,20.0,25.0,-5.793568127026322,1,93,-350.79299999999967,-3.7719677419354802,0.6761407541787264,0.44086021505376344,523.2349999999997,34,38,21,115,-167.38999999999942,-1.4555652173912992,0.8752859133207672,0.5130434782608696,388.3599999999997,58,53,4,208,-518.1829999999991,-2.4912644230769185,0.7863475656141062,0.4807692307692308,621.2119999999995,92,91,25
prevclose_gap_fade,th=20.0,20.0,30.0,-6.190584265206848,1,93,-381.39999999999964,-4.1010752688172,0.6636007945160052,0.45161290322580644,533.8419999999996,35,30,28,115,-25.80999999999949,-0.22443478260869124,0.9810305671720776,0.5826086956521739,301.77999999999975,66,44,5,208,-407.2099999999991,-1.9577403846153805,0.836749142673416,0.5240384615384616,555.2389999999996,101,74,33
prevclose_gap_fade,th=20.0,20.0,35.0,-7.10897954232507,1,93,-455.2669999999989,-4.895344086021494,0.624149776397075,0.46236559139784944,587.7089999999989,35,25,33,115,-172.6999999999989,-1.5017391304347731,0.8869394435351888,0.591304347826087,358.3599999999997,67,42,6,208,-627.9669999999978,-3.019072115384605,0.7707144627992056,0.5336538461538461,734.1059999999989,102,67,39
prevclose_gap_fade,th=20.0,20.0,40.0,-7.031801940405849,2,93,-449.6839999999993,-4.835311827956982,0.633125454836194,0.4731182795698925,622.406,36,16,41,115,-163.98699999999917,-1.425973913043471,0.8947983271607992,0.6086956521739131,373.369999999999,69,36,10,208,-613.6709999999985,-2.950341346153839,0.7796120169380321,0.5480769230769231,749.559999999999,105,52,51
prevclose_gap_fade,th=20.0,25.0,15.0,-4.742053060890198,2,93,-263.4950000000008,-2.8332795698924818,0.7066531438807345,0.3333333333333333,369.09400000000096,23,59,11,115,-194.10000000000036,-1.687826086956525,0.8303469976400661,0.33043478260869563,274.10000000000036,38,76,1,208,-457.59500000000116,-2.1999759615384673,0.7759453998042434,0.3317307692307692,633.1940000000013,61,135,12
prevclose_gap_fade,th=20.0,25.0,20.0,-5.7086353370486895,2,93,-343.2989999999995,-3.6913870967741884,0.668889508309615,0.3655913978494624,469.31200000000035,25,47,21,115,-232.1899999999996,-2.019043478260866,0.8289185744074156,0.391304347826087,353.3599999999997,45,67,3,208,-575.4889999999991,-2.7667740384615342,0.7596120469456782,0.3798076923076923,736.3579999999997,70,114,24
prevclose_gap_fade,th=20.0,25.0,25.0,-5.757069964031066,1,93,-348.4849999999992,-3.7471505376344,0.6896841587852552,0.40860215053763443,494.9850000000001,28,39,26,115,-241.83599999999933,-2.102921739130429,0.8406026931366544,0.45217391304347826,458.3599999999997,50,60,5,208,-590.3209999999985,-2.8380817307692237,0.7764097370228144,0.4326923076923077,700.9899999999993,78,99,31
prevclose_gap_fade,th=20.0,25.0,30.0,-6.1443405679851715,1,93,-379.0919999999992,-4.076258064516121,0.6783561625239269,0.41935483870967744,492.95199999999977,29,31,33,115,-135.59599999999955,-1.179095652173909,0.9145017182130587,0.5130434782608696,398.3599999999997,57,51,7,208,-514.6879999999987,-2.4744615384615325,0.8138262970066105,0.47115384615384615,612.376999999999,86,82,40
prevclose_gap_fade,th=20.0,25.0,35.0,-6.386524044402094,1,93,-397.95899999999847,-4.279129032258048,0.6754362284740268,0.44086021505376344,546.818999999999,30,25,38,115,-252.48599999999897,-2.1955304347826,0.8559560484699122,0.5304347826086957,445.5199999999986,59,48,8,208,-650.4449999999974,-3.127139423076911,0.7816547638029866,0.49038461538461536,718.4039999999973,89,73,46
prevclose_gap_fade,th=20.0,25.0,40.0,-6.2760134246892445,2,93,-387.37599999999884,-4.1653333333333205,0.6877390065067813,0.45161290322580644,591.5160000000001,31,16,46,115,-217.97299999999905,-1.8954173913043395,0.8767349025378229,0.5478260869565217,414.4899999999989,61,40,14,208,-605.3489999999979,-2.9103317307692205,0.7988124480911335,0.5048076923076923,726.2379999999985,92,56,60
