tp2,sl2,b_train_final,b_train_dd,b_train_wr,b_train_pos_years,b_oos_final,b_oos_dd,b_oos_wr,b_oos_trades,b_oos_reentries,b_oos_pos_years,b_oos_maxdayloss,b_oos_max_second_risk,ab_train_final,ab_train_dd,ab_train_wr,ab_train_pos_years,ab_oos_final,ab_oos_dd,ab_oos_wr,ab_oos_trades,ab_oos_reentries,ab_oos_pos_years,ab_oos_maxrisk,ab_oos_maxdayloss,b_full_final,b_full_dd,ab_full_final,ab_full_dd,b_ret_2023,ab_ret_2023,ab_ret_2024,ab_ret_2025,ab_ret_2026,b_train_score,ab_train_score,b_ret_2024,b_ret_2025,b_ret_2026
15.0,12.0,698.4610000000093,0.5364728316185725,0.6435331230283912,3,198.65800000000036,0.5128925636046208,0.6226415094339622,106,37,0,0.09807960140449987,0.0987453850247137,194.7129999999995,0.4259437244242136,0.5346938775510204,1,198.83400000000006,0.5195923515170843,0.6260869565217392,115,33,0,0.1967661483518374,0.1967661483518374,725.3540000000114,0.728768922952179,194.7129999999995,0.4259437244242136,-0.3378066666666655,-0.33721999999999985,0.0,0.0,0.0,0.42085854586713434,-0.907279823090911,,,
4.0,8.0,196.6240000000007,0.4110126589862007,0.6296296296296297,2,198.22000000000003,0.3881154499151104,0.6617647058823529,68,23,0,0.08860759493670886,0.1,193.97499999999854,0.4300987760234598,0.5330188679245284,1,198.79899999999998,0.4596531760484903,0.6629213483146067,89,25,0,0.1603206412825651,0.14265386110506809,196.6240000000007,0.4110126589862007,193.97499999999854,0.4300987760234598,-0.3392666666666666,-0.33733666666666673,0.0,0.0,0.0,-0.7773562887453269,-0.9166865375078662,,,
12.0,10.0,877.3510000000094,0.5971299894448339,0.6419558359621451,4,198.00800000000004,0.5500728261783413,0.6276595744680851,94,33,0,0.09837678307919316,0.09868421052631579,197.0119999999995,0.39536082790623445,0.5377777777777778,1,193.95900000000006,0.5887004427706245,0.6239316239316239,117,34,0,0.17714791851195724,0.17714791851195724,1941.8680000000195,0.7597038941391923,197.0119999999995,0.39536082790623445,-0.33997333333333324,-0.35346999999999984,0.0,0.0,0.0,0.6669991799457554,-0.8542549517412124,,,
20.0,6.0,1896.099000000051,0.7696194725812671,0.613564668769716,3,197.52299999999923,0.6423958678449044,0.6041666666666666,96,34,0,0.08930240865340287,0.09992692843358292,4180.995000000088,0.7361359366014427,0.6083445491251682,4,197.37799999999925,0.6804267927399912,0.6013986013986014,143,41,0,0.1948320791018247,0.1526781658771927,2461.2560000000594,0.8968786406908954,17546.151000000107,0.8485884829137244,-0.3415900000000026,-0.3420733333333359,0.0,0.0,0.0,1.1047851340007901,2.0407385464015704,,,
12.0,12.0,191.69700000000012,0.4389525780195926,0.5752895752895753,1,196.9220000000007,0.5453155882298601,0.6226415094339622,106,37,0,0.09235827622513243,0.09860420273024069,199.7899999999995,0.4109756241376468,0.5371900826446281,1,196.90100000000075,0.541646201083375,0.6260869565217392,115,33,0,0.19972537760579184,0.19972537760579184,191.69700000000012,0.4389525780195926,199.7899999999995,0.4109756241376468,-0.343593333333331,-0.3436633333333309,0.0,0.0,0.0,-0.9404524545057747,-0.8613327523301691,,,
10.0,6.0,1075.2980000000186,0.6421388592888349,0.6230283911671924,3,196.587,0.5658193768676413,0.6142857142857143,70,24,0,0.09988762642027718,0.09981534161800669,1973.7290000000264,0.6259464691385811,0.6164199192462988,4,198.96399999999926,0.6129383682497578,0.6086956521739131,115,33,0,0.17959366932315635,0.17959366932315635,604.6590000000274,0.8583150522026157,3376.344000000044,0.82035503654135,-0.34471000000000007,-0.3367866666666691,0.0,0.0,0.0,0.7096831767525785,1.438869717874633,,,
10.0,10.0,816.0650000000064,0.4741650444439349,0.6451104100946372,4,196.43300000000022,0.5316589695844047,0.6388888888888888,72,25,0,0.09988762642027718,0.09868421052631579,193.65999999999963,0.40564827488843974,0.5377777777777778,1,199.28700000000003,0.5713428405497838,0.6239316239316239,117,34,0,0.17959366932315635,0.17959366932315635,909.2670000000107,0.7623336016171096,193.65999999999963,0.40564827488843974,-0.34522333333333255,-0.33570999999999984,0.0,0.0,0.0,0.7605887239989074,-0.8853036015722117,,,
12.0,6.0,773.7200000000175,0.7436893960108322,0.6167192429022083,3,196.01,0.6055581268991611,0.6,75,26,0,0.08965343344633395,0.09974233230820373,1635.5470000000269,0.6860616953777147,0.6110363391655451,4,186.1259999999993,0.6351829710500025,0.6068376068376068,117,34,0,0.18194223334091386,0.18194223334091386,188.7580000000171,0.846848126027886,5186.999000000047,0.8294098054245271,-0.34663333333333335,-0.37958000000000236,0.0,0.0,0.0,0.24344689176309509,1.169766820538606,,,
30.0,8.0,1656.7380000000355,0.6801420941684702,0.6246056782334385,4,195.42200000000025,0.6326516034437378,0.6126126126126126,111,39,0,0.09649668775119263,0.09982873133280673,2990.007000000055,0.6345890413498824,0.6177658142664872,4,193.6820000000007,0.6563240826176435,0.608433734939759,166,47,0,0.19183824199434993,0.17409394980000908,919.4600000000403,0.8722947051131531,5223.986000000048,0.8315450505889977,-0.34859333333333253,-0.354393333333331,0.0,0.0,0.0,1.190631586062067,1.8425533270405916,,,
6.0,10.0,195.84799999999973,0.4113340026089737,0.5450236966824644,1,195.3230000000001,0.516467384577299,0.6458333333333334,96,34,0,0.0990221562074514,0.1,191.76599999999917,0.4046530977187784,0.5380952380952381,1,193.08300000000054,0.5708408348336322,0.6343283582089553,134,39,0,0.16391830311772604,0.13838790128730827,195.84799999999973,0.4113340026089737,191.76599999999917,0.4046530977187784,-0.34892333333333303,-0.3563899999999982,0.0,0.0,0.0,-0.8817445300154781,-0.8937882778285321,,,
