variant,filter,tp,sl,h,train_score,train_n,train_ev,train_pf,train_wr,train_pos_years
0959,gap_ratio_range>=0.35,10.0,20.0,480,2.330226304742585,223,0.9458744394618868,1.304984904743729,0.5650224215246636,3
0959,BIG_GAP & BIG_PREV_MOVE,25.0,25.0,1440,2.3003756982840855,139,0.9767985611510863,1.2014525653580241,0.4748201438848921,3
0959,BIG_GAP,20.0,10.0,1440,2.2879825891395904,223,0.9363273542600945,1.2299707251312315,0.4663677130044843,4
0959,gap_ratio_range>=0.35,20.0,10.0,1440,2.2879825891395904,223,0.9363273542600945,1.2299707251312315,0.4663677130044843,4
0959,BIG_GAP,20.0,15.0,1440,2.2879274768183757,223,0.9650896860986604,1.2152630036498153,0.5022421524663677,3
0959,gap_ratio_range>=0.35,20.0,15.0,1440,2.2879274768183757,223,0.9650896860986604,1.2152630036498153,0.5022421524663677,3
0959,gap_ratio_range>=0.35,30.0,30.0,1440,2.2818382694346973,223,0.9648923766816228,1.209405236225762,0.5022421524663677,3
0959,BIG_GAP,30.0,30.0,1440,2.2818382694346973,223,0.9648923766816228,1.209405236225762,0.5022421524663677,3
0959,BIG_GAP & BIG_PREV_MOVE,12.0,20.0,480,2.2817365616852543,139,0.9128129496402851,1.2805729941776245,0.5251798561151079,4
0959,gap_ratio_range_Q4,10.0,30.0,480,2.2752370393182044,257,0.9057976653696532,1.291060265066268,0.5525291828793775,4
0959,HIGH_VOL & BIG_GAP,30.0,8.0,480,2.2678913400218703,192,0.906078124999997,1.2822439731914699,0.4583333333333333,4
0959,HIGH_VOL & BIG_GAP,15.0,15.0,480,2.256401646901431,192,0.906385416666667,1.2687938365823184,0.515625,4
0959,BIG_GAP & BIG_PREV_MOVE,20.0,8.0,480,2.247224333879283,139,0.8977697841726534,1.2803444379295055,0.4316546762589928,4
0959,HIGH_VOL & BIG_GAP,6.0,30.0,1440,2.2466854272066312,192,0.8688020833333413,1.2982051557081091,0.671875,5
0959,gap_ratio_range>=0.35,12.0,25.0,1440,2.240509377505122,223,0.9159192825112169,1.227826639821979,0.5515695067264574,4
0959,BIG_GAP,12.0,25.0,1440,2.240509377505122,223,0.9159192825112169,1.227826639821979,0.5515695067264574,4
0959,gap_ratio_range>=0.35,10.0,25.0,1440,2.2378558483864475,223,0.9288295964125638,1.2478351857546452,0.57847533632287,3
0959,BIG_GAP,10.0,25.0,1440,2.2378558483864475,223,0.9288295964125638,1.2478351857546452,0.57847533632287,3
0959,gap_ratio_range_Q4,25.0,20.0,480,2.2378280056656337,257,0.909027237354087,1.2417678172077178,0.5019455252918288,4
0959,ThuFri & HIGH_VOL,20.0,12.0,480,2.233641666723207,342,0.906590643274858,1.2431752211528748,0.4824561403508772,4
0959,gap_ratio_range_Q4,20.0,20.0,480,2.2206975178023245,257,0.9021245136186788,1.2399319465300083,0.5019455252918288,4
0959,BIG_GAP & BIG_PREV_MOVE,20.0,10.0,1440,2.2178563548806123,139,0.9136115107913699,1.2086590755984956,0.4316546762589928,4
0959,gap_ratio_range>=0.35,10.0,15.0,480,2.212359456793471,223,0.899892376681616,1.2917845625034539,0.5560538116591929,3
0959,BIG_GAP,10.0,15.0,480,2.212359456793471,223,0.899892376681616,1.2917845625034539,0.5560538116591929,3
0959,gap_ratio_range_Q4,20.0,30.0,1440,2.204041359507354,257,0.9138365758754926,1.192997536334547,0.4980544747081712,4
0959,BIG_GAP & BIG_PREV_MOVE,15.0,20.0,1440,2.2016811706774067,139,0.9306258992805803,1.2046250510150827,0.5035971223021583,3
0959,gap_ratio_range>=0.35,15.0,30.0,1440,2.1982670815165783,223,0.9046098654708584,1.2089821897713446,0.5291479820627802,4
0959,BIG_GAP,15.0,30.0,1440,2.1982670815165783,223,0.9046098654708584,1.2089821897713446,0.5291479820627802,4
0959,gap_ratio_range>=0.35,30.0,25.0,1440,2.193251480009271,223,0.928753363228708,1.1999936268398899,0.5022421524663677,3
0959,BIG_GAP,30.0,25.0,1440,2.193251480009271,223,0.928753363228708,1.1999936268398899,0.5022421524663677,3
0959,BIG_GAP,8.0,25.0,480,2.1927304000960746,223,0.883663677130049,1.3116604800713625,0.5874439461883408,3
0959,gap_ratio_range>=0.35,8.0,25.0,480,2.1927304000960746,223,0.883663677130049,1.3116604800713625,0.5874439461883408,3
0959,BIG_GAP,15.0,12.0,480,2.182994963401016,223,0.8751165919282483,1.2659780213190197,0.5112107623318386,4
0959,gap_ratio_range>=0.35,15.0,12.0,480,2.182994963401016,223,0.8751165919282483,1.2659780213190197,0.5112107623318386,4
