date,year,weekday,direction,setup,both_pre,asia_range,signal_spread,outcome,pnl,exit_idx,exit_time,full_mfe,full_mae,pre_exit_mfe,pre_exit_mae
2024-05-01,2024,2,LONG,fresh,False,11.668500000000222,0.4070000000001528,TP,20.0,457,2024-05-01 21:29:00+03:00,34.662999999999556,2.274000000000342,20.10299999999961,2.274000000000342
2024-05-02,2024,3,SHORT,prebroken,False,13.458500000000186,0.38000000000010914,TP,20.0,360,2024-05-02 16:01:00+03:00,27.79300000000012,1.7669999999998254,20.858999999999924,1.7669999999998254
2024-05-03,2024,4,SHORT,prebroken,False,8.860000000000127,0.36999999999989086,TP,20.0,394,2024-05-03 16:35:00+03:00,21.853000000000065,21.516999999999825,21.57900000000018,21.516999999999825
2024-05-06,2024,0,LONG,fresh,False,23.551500000000487,0.4499999999998181,EOD,7.874999999999545,812,2024-05-06 23:59:00+03:00,16.32799999999952,1.9050000000002,16.32799999999952,1.9050000000002
2024-05-07,2024,1,SHORT,prebroken,False,10.215000000000146,0.3900000000003274,EOD,5.809999999999945,838,2024-05-07 23:59:00+03:00,9.960000000000036,3.75,9.960000000000036,3.75
2024-05-08,2024,2,SHORT,fresh,False,14.46499999999969,0.36999999999989086,EOD,-1.974999999999909,779,2024-05-08 23:59:00+03:00,2.9450000000001637,14.474999999999909,2.9450000000001637,14.474999999999909
2024-05-09,2024,3,SHORT,fresh,False,11.91000000000031,0.36000000000012733,SL,-25.0,386,2024-05-09 17:13:00+03:00,0.7654999999999745,39.688500000000204,0.7654999999999745,25.145500000000084
2024-05-10,2024,4,LONG,prebroken,False,13.88000000000011,0.36999999999989086,EOD,-9.079999999999927,838,2024-05-10 23:59:00+03:00,9.109999999999673,12.760000000000218,9.109999999999673,12.760000000000218
2024-05-13,2024,0,SHORT,prebroken,False,13.263500000000022,0.36999999999989086,EOD,11.75,838,2024-05-13 23:59:00+03:00,16.338999999999942,2.819999999999709,16.338999999999942,2.819999999999709
2024-05-14,2024,1,LONG,fresh,False,11.116500000000087,0.36999999999989086,EOD,11.533500000000004,714,2024-05-14 23:59:00+03:00,13.37649999999985,9.78650000000016,13.37649999999985,9.78650000000016
