tp1,tp2,sl,first_frac,runner_stop,fallback_001,train_final,train_multiple,train_dd,train_wr,train_trades,train_pos_years,train_score,oos_final,oos_multiple,oos_dd,oos_wr,oos_trades,oos_pos_years,full_final,full_dd,ret_2023,ret_2024,ret_2025,ret_2026,growth_dd
4.0,20.0,25.0,0.3,ORIG,TP2,733.5980000000013,2.445326666666671,0.23805138947399973,0.5431034482758621,464,4,0.9728093442110876,1523.446,5.078153333333333,0.3539300530170216,0.5825242718446602,309,4,3858.980999999999,0.3896922587544464,0.1705700000000001,0.7812461735166105,0.47628061043416103,0.6497402122051534,2.462982622669294
5.0,20.0,20.0,0.7,ORIG,TP2,812.1860000000027,2.7072866666666755,0.31853946047106046,0.5689655172413793,464,4,0.965918631677796,1521.278999999999,5.070929999999997,0.3813892178707405,0.5889967637540453,309,4,4368.672999999999,0.36229209773343046,0.21770666666666716,0.7851097144358821,0.8651095960571746,0.25076483273985684,2.364987640522017
4.0,25.0,25.0,0.3,ORIG,TP2,704.5360000000012,2.3484533333333375,0.22526792826281108,0.5387931034482759,464,4,0.9496452522931489,1566.420999999998,5.221403333333327,0.4120801335631713,0.5760517799352751,309,3,4469.748999999993,0.41712815791304014,0.31165333333333445,0.7906026999003863,-0.00375251030734447,1.2315247075650566,2.3349025139351647
5.0,20.0,25.0,0.5,ORIG,TP2,732.6800000000019,2.442266666666673,0.23692459142306171,0.5452586206896551,464,4,0.9730783714146845,1433.1219999999998,4.777073333333333,0.3539300530170216,0.5825242718446602,309,4,3430.9589999999994,0.36245603813487787,0.1705700000000001,0.8524365622446093,0.42673422267040517,0.5441095028455312,2.316954182928088
5.0,30.0,25.0,0.3,ORIG,TP2,733.019000000002,2.4433966666666733,0.24264288385104305,0.540948275862069,464,4,0.9658212545687291,1698.8919999999925,5.6629733333333085,0.48711053288088535,0.5631067961165048,309,4,4481.507999999982,0.5699857784849957,0.37093000000000065,0.7340272661623914,0.18742121432646774,1.0061735975966908,2.3007762694210947
4.0,20.0,25.0,0.5,ORIG,TP2,733.5980000000013,2.445326666666671,0.23805138947399973,0.5431034482758621,464,4,0.9728093442110876,1404.446,4.681486666666666,0.3539300530170216,0.5825242718446602,309,4,3072.4969999999994,0.3711911912198347,0.1705700000000001,0.7812461735166105,0.47628061043416103,0.520875070117798,2.2705931765729797
5.0,30.0,25.0,0.5,ORIG,TP2,733.019000000002,2.4433966666666733,0.24264288385104305,0.540948275862069,464,4,0.9658212545687291,1582.731999999994,5.275773333333314,0.4693000678782179,0.5663430420711975,309,4,4086.115999999988,0.47847712045019053,0.37093000000000065,0.7340272661623914,0.2350256390841341,0.7969622449141798,2.191026573846246
5.0,30.0,25.0,0.7,ORIG,TP2,733.019000000002,2.4433966666666733,0.24264288385104305,0.540948275862069,464,4,0.9658212545687291,1477.8789999999976,4.926263333333325,0.4162683671350521,0.5825242718446602,309,4,3456.0389999999916,0.433272392821016,0.37093000000000065,0.7340272661623914,0.2102727404023399,0.7122342083280697,2.1906137309343396
6.0,20.0,20.0,0.5,ORIG,TP2,788.9670000000037,2.6298900000000125,0.3195328574326466,0.5387931034482759,464,4,0.9355726626858544,1533.789999999999,5.1126333333333305,0.4512969911366314,0.5728155339805825,309,4,4792.018999999997,0.472336761442065,0.17597333333333376,0.8245821900723425,1.292674515067616,0.03930098455742348,2.1719924121749217
6.0,25.0,25.0,0.3,ORIG,TP2,726.002000000002,2.4200066666666733,0.2471318240899664,0.5344827586206896,464,4,0.9501423324642853,1605.7469999999967,5.352489999999989,0.49480602994675116,0.5825242718446602,309,4,4477.362999999994,0.46486863575384874,0.31165333333333445,0.9052671437575026,0.22216709016092073,0.7524689586227744,2.1544240165889916
4.0,25.0,25.0,0.5,ORIG,TP2,704.5360000000012,2.3484533333333375,0.22526792826281108,0.5387931034482759,464,4,0.9496452522931489,1431.6909999999984,4.772303333333328,0.4120801335631713,0.5760517799352751,309,3,3211.751999999996,0.3744490445302723,0.31165333333333445,0.7906026999003863,-0.00375251030734447,1.0395882333667155,2.134074374052921
10.0,20.0,25.0,0.5,ORIG,TP2,728.7380000000026,2.4291266666666753,0.23991104949899647,0.5344827586206896,464,4,0.9636518794969686,1430.047,4.766823333333334,0.4145233983254786,0.5954692556634305,309,4,3110.0970000000016,0.4574116426234043,0.1705700000000001,0.8460408177212881,0.5657636562204924,0.4088480631931328,2.1246597695078577
4.0,30.0,25.0,0.7,ORIG,TP2,705.0760000000016,2.3502533333333386,0.22130269244050668,0.5366379310344828,464,4,0.9557644889696703,1342.438999999998,4.47479666666666,0.37701003786237514,0.5825242718446602,309,4,2431.453999999995,0.4569857524147486,0.37093000000000065,0.7069896590878755,0.22273374080726005,0.5638505205499866,2.099827983723005
4.0,30.0,20.0,0.3,ORIG,TP2,794.1030000000032,2.647010000000011,0.3099757927389381,0.5474137931034483,464,4,0.9549633809019961,1684.0979999999909,5.613659999999969,0.5775155214585556,0.56957928802589,309,4,4097.185999999984,0.5959982753482358,0.7249366666666681,0.500514994753436,0.2787422342650334,0.6960927680556948,2.054369383192041
4.0,20.0,25.0,0.7,ORIG,TP2,733.5980000000013,2.445326666666671,0.23805138947399973,0.5431034482758621,464,4,0.9728093442110876,1267.929,4.226430000000001,0.3539300530170216,0.5889967637540453,309,4,2698.9599999999996,0.37149357728587,0.1705700000000001,0.7812461735166105,0.47865143032538815,0.3708392752308556,2.0498836806676812
5.0,20.0,25.0,0.7,ORIG,TP2,732.6800000000019,2.442266666666673,0.23692459142306171,0.5452586206896551,464,4,0.9730783714146845,1271.929,4.239763333333333,0.3740310896512954,0.5922330097087378,309,4,3311.7159999999985,0.37064097544513797,0.1705700000000001,0.8524365622446093,0.41721417569274766,0.3796387791250735,1.997915640825429
6.0,20.0,25.0,0.3,ORIG,TP2,735.1670000000022,2.450556666666674,0.256644982856669,0.5387931034482759,464,4,0.9498444827760055,1305.9689999999996,4.353229999999999,0.40892344220466187,0.5857605177993528,309,4,3791.0419999999976,0.4538110342997567,0.1705700000000001,0.9236269509726078,0.3781475658823801,0.40280610847407394,1.9549524025764686
4.0,30.0,20.0,0.5,ORIG,TP2,783.6180000000031,2.6120600000000103,0.3099757927389381,0.5474137931034483,464,4,0.9416718618563171,1483.0459999999948,4.943486666666649,0.51752782621951,0.5728155339805825,309,4,4065.307999999988,0.5010247936770575,0.7249366666666681,0.500514994753436,0.40890264884968053,0.35562287247851065,1.9366601358967583
6.0,20.0,25.0,0.5,ORIG,TP2,735.1670000000022,2.450556666666674,0.256644982856669,0.5387931034482759,464,4,0.9498444827760055,1267.9689999999996,4.226563333333332,0.39704188940452645,0.5857605177993528,309,4,2944.017999999999,0.4525175860014506,0.1705700000000001,0.9236269509726078,0.4329200233301018,0.30992728072903164,1.9289461095945455
6.0,30.0,25.0,0.5,ORIG,TP2,734.3700000000024,2.447900000000008,0.2632746419007943,0.5344827586206896,464,4,0.9398097475764374,1448.753999999994,4.82917999999998,0.5120623643645663,0.5728155339805825,309,4,3544.6539999999877,0.5145373839058448,0.37093000000000065,0.8166962086564162,0.40493516192453427,0.38012849091761214,1.9041103131351542
